Statistic Label,CensusYear,Sex,Single Year of Age,County and City,UNIT,VALUE
Population,2022,Female,79 years,Laois,Number,212
Population,2022,Female,79 years,Meath,Number,473
Population,2022,Female,79 years,Monaghan,Number,158
Population,2022,Female,79 years,Mayo,Number,456
Population,2022,Female,79 years,Offaly,Number,229
Population,2022,Female,79 years,Roscommon,Number,203
Population,2022,Female,79 years,South Dublin,Number,670
Population,2022,Female,79 years,Sligo,Number,235
Population,2022,Female,79 years,Tipperary,Number,524
Population,2022,Female,79 years,Waterford City and County,Number,350
Population,2022,Female,79 years,Westmeath,Number,272
Population,2022,Female,79 years,Wicklow,Number,420
Population,2022,Female,79 years,Wexford,Number,467
Population,2022,Female,80 years,State,Number,12173
Population,2022,Female,80 years,Cork City and Cork County,Number,1466
Population,2022,Female,80 years,Clare,Number,299
Population,2022,Female,80 years,Cavan,Number,157
Population,2022,Female,80 years,Carlow,Number,163
Population,2022,Female,80 years,Dublin City,Number,1374
Population,2022,Female,80 years,Donegal,Number,446
Population,2022,Female,80 years,Dún Laoghaire-Rathdown,Number,819
Population,2022,Female,80 years,Fingal,Number,533
Population,2022,Female,80 years,Galway City,Number,226
Population,2022,Female,80 years,Galway County,Number,499
Population,2022,Female,80 years,Kildare,Number,405
Population,2022,Female,80 years,Kilkenny,Number,265
Population,2022,Female,80 years,Kerry,Number,446
Population,2022,Female,80 years,Longford,Number,115
Population,2022,Female,80 years,Louth,Number,300
Population,2022,Female,80 years,Limerick City and County,Number,570
Population,2022,Female,80 years,Leitrim,Number,77
Population,2022,Female,80 years,Laois,Number,186
Population,2022,Female,80 years,Meath,Number,430
Population,2022,Female,80 years,Monaghan,Number,138
Population,2022,Female,80 years,Mayo,Number,392
Population,2022,Female,80 years,Offaly,Number,202
Population,2022,Female,80 years,Roscommon,Number,191
Population,2022,Female,80 years,South Dublin,Number,550
Population,2022,Female,80 years,Sligo,Number,203
Population,2022,Female,80 years,Tipperary,Number,421
Population,2022,Female,80 years,Waterford City and County,Number,335
Population,2022,Female,80 years,Westmeath,Number,195
Population,2022,Female,80 years,Wicklow,Number,372
Population,2022,Female,80 years,Wexford,Number,398
Population,2022,Female,81 years,State,Number,11191
Population,2022,Female,81 years,Cork City and Cork County,Number,1295
Population,2022,Female,81 years,Clare,Number,312
Population,2022,Female,81 years,Cavan,Number,152
Population,2022,Female,81 years,Carlow,Number,148
Population,2022,Female,81 years,Dublin City,Number,1332
Population,2022,Female,81 years,Donegal,Number,441
Population,2022,Female,81 years,Dún Laoghaire-Rathdown,Number,712
Population,2022,Female,81 years,Fingal,Number,499
Population,2022,Female,81 years,Galway City,Number,145
Population,2022,Female,81 years,Galway County,Number,424
Population,2022,Female,81 years,Kildare,Number,372
Population,2022,Female,81 years,Kilkenny,Number,234
Population,2022,Female,81 years,Kerry,Number,388
Population,2022,Female,81 years,Longford,Number,87
Population,2022,Female,81 years,Louth,Number,325
Population,2022,Female,81 years,Limerick City and County,Number,467
Population,2022,Female,81 years,Leitrim,Number,80
Population,2022,Female,81 years,Laois,Number,158
Population,2022,Female,81 years,Meath,Number,348
Population,2022,Female,81 years,Monaghan,Number,151
Population,2022,Female,81 years,Mayo,Number,391
Population,2022,Female,81 years,Offaly,Number,163
Population,2022,Female,81 years,Roscommon,Number,184
Population,2022,Female,81 years,South Dublin,Number,558
Population,2022,Female,81 years,Sligo,Number,177
Population,2022,Female,81 years,Tipperary,Number,420
Population,2022,Female,81 years,Waterford City and County,Number,309
Population,2022,Female,81 years,Westmeath,Number,193
Population,2022,Female,81 years,Wicklow,Number,330
Population,2022,Female,81 years,Wexford,Number,396
Population,2022,Female,82 years,State,Number,10759
Population,2022,Female,82 years,Cork City and Cork County,Number,1327
Population,2022,Female,82 years,Clare,Number,287
Population,2022,Female,82 years,Cavan,Number,146
Population,2022,Female,82 years,Carlow,Number,131
Population,2022,Female,82 years,Dublin City,Number,1368
Population,2022,Female,82 years,Donegal,Number,379
Population,2022,Female,82 years,Dún Laoghaire-Rathdown,Number,666
Population,2022,Female,82 years,Fingal,Number,438
Population,2022,Female,82 years,Galway City,Number,179
Population,2022,Female,82 years,Galway County,Number,409
Population,2022,Female,82 years,Kildare,Number,362
Population,2022,Female,82 years,Kilkenny,Number,225
Population,2022,Female,82 years,Kerry,Number,418
Population,2022,Female,82 years,Longford,Number,84
Population,2022,Female,82 years,Louth,Number,289
Population,2022,Female,82 years,Limerick City and County,Number,466
Population,2022,Female,82 years,Leitrim,Number,81
Population,2022,Female,82 years,Laois,Number,148
Population,2022,Female,82 years,Meath,Number,324
Population,2022,Female,82 years,Monaghan,Number,144
Population,2022,Female,82 years,Mayo,Number,352
Population,2022,Female,82 years,Offaly,Number,160
Population,2022,Female,82 years,Roscommon,Number,175
Population,2022,Female,82 years,South Dublin,Number,491
Population,2022,Female,82 years,Sligo,Number,160
Population,2022,Female,82 years,Tipperary,Number,416
Population,2022,Female,82 years,Waterford City and County,Number,256
Population,2022,Female,82 years,Westmeath,Number,187
Population,2022,Female,82 years,Wicklow,Number,333
Population,2022,Female,82 years,Wexford,Number,358
Population,2022,Female,83 years,State,Number,9985
Population,2022,Female,83 years,Cork City and Cork County,Number,1163
Population,2022,Female,83 years,Clare,Number,254
Population,2022,Female,83 years,Cavan,Number,144
Population,2022,Female,83 years,Carlow,Number,102
Population,2022,Female,83 years,Dublin City,Number,1242
Population,2022,Female,83 years,Donegal,Number,367
Population,2022,Female,83 years,Dún Laoghaire-Rathdown,Number,679
Population,2022,Female,83 years,Fingal,Number,395
Population,2022,Female,83 years,Galway City,Number,160
Population,2022,Female,83 years,Galway County,Number,405
Population,2022,Female,83 years,Kildare,Number,332
Population,2022,Female,83 years,Kilkenny,Number,214
Population,2022,Female,83 years,Kerry,Number,345
Population,2022,Female,83 years,Longford,Number,75
Population,2022,Female,83 years,Louth,Number,246
Population,2022,Female,83 years,Limerick City and County,Number,407
Population,2022,Female,83 years,Leitrim,Number,90
Population,2022,Female,83 years,Laois,Number,136
Population,2022,Female,83 years,Meath,Number,303
Population,2022,Female,83 years,Monaghan,Number,135
Population,2022,Female,83 years,Mayo,Number,346
Population,2022,Female,83 years,Offaly,Number,179
Population,2022,Female,83 years,Roscommon,Number,167
Population,2022,Female,83 years,South Dublin,Number,455
Population,2022,Female,83 years,Sligo,Number,165
Population,2022,Female,83 years,Tipperary,Number,374
Population,2022,Female,83 years,Waterford City and County,Number,268
Population,2022,Female,83 years,Westmeath,Number,200
Population,2022,Female,83 years,Wicklow,Number,282
Population,2022,Female,83 years,Wexford,Number,355
Population,2022,Female,84 years,State,Number,8890
Population,2022,Female,84 years,Cork City and Cork County,Number,1039
Population,2022,Female,84 years,Clare,Number,207
Population,2022,Female,84 years,Cavan,Number,145
Population,2022,Female,84 years,Carlow,Number,111
Population,2022,Female,84 years,Dublin City,Number,1177
Population,2022,Female,84 years,Donegal,Number,351
Population,2022,Female,84 years,Dún Laoghaire-Rathdown,Number,582
Population,2022,Female,84 years,Fingal,Number,365
Population,2022,Female,84 years,Galway City,Number,148
Population,2022,Female,84 years,Galway County,Number,306
Population,2022,Female,84 years,Kildare,Number,246
Population,2022,Female,84 years,Kilkenny,Number,188
Population,2022,Female,84 years,Kerry,Number,331
Population,2022,Female,84 years,Longford,Number,74
Population,2022,Female,84 years,Louth,Number,222
Population,2022,Female,84 years,Limerick City and County,Number,409
Population,2022,Female,84 years,Leitrim,Number,87
Population,2022,Female,84 years,Laois,Number,99
Population,2022,Female,84 years,Meath,Number,256
Population,2022,Female,84 years,Monaghan,Number,113
Population,2022,Female,84 years,Mayo,Number,311
Population,2022,Female,84 years,Offaly,Number,146
Population,2022,Female,84 years,Roscommon,Number,130
Population,2022,Female,84 years,South Dublin,Number,421
Population,2022,Female,84 years,Sligo,Number,127
Population,2022,Female,84 years,Tipperary,Number,339
Population,2022,Female,84 years,Waterford City and County,Number,262
Population,2022,Female,84 years,Westmeath,Number,159
Population,2022,Female,84 years,Wicklow,Number,240
Population,2022,Female,84 years,Wexford,Number,299
Population,2022,Female,85 years,State,Number,8303
Population,2022,Female,85 years,Cork City and Cork County,Number,994
Population,2022,Female,85 years,Clare,Number,202
Population,2022,Female,85 years,Cavan,Number,137
Population,2022,Female,85 years,Carlow,Number,77
Population,2022,Female,85 years,Dublin City,Number,1109
Population,2022,Female,85 years,Donegal,Number,317
Population,2022,Female,85 years,Dún Laoghaire-Rathdown,Number,570
Population,2022,Female,85 years,Fingal,Number,300
Population,2022,Female,85 years,Galway City,Number,130
Population,2022,Female,85 years,Galway County,Number,303
Population,2022,Female,85 years,Kildare,Number,269
Population,2022,Female,85 years,Kilkenny,Number,183
Population,2022,Female,85 years,Kerry,Number,255
Population,2022,Female,85 years,Longford,Number,78
Population,2022,Female,85 years,Louth,Number,209
Population,2022,Female,85 years,Limerick City and County,Number,338
Population,2022,Female,85 years,Leitrim,Number,55
Population,2022,Female,85 years,Laois,Number,114
Population,2022,Female,85 years,Meath,Number,238
Population,2022,Female,85 years,Monaghan,Number,96
Population,2022,Female,85 years,Mayo,Number,304
Population,2022,Female,85 years,Offaly,Number,168
Population,2022,Female,85 years,Roscommon,Number,126
Population,2022,Female,85 years,South Dublin,Number,394
Population,2022,Female,85 years,Sligo,Number,146
Population,2022,Female,85 years,Tipperary,Number,308
Population,2022,Female,85 years,Waterford City and County,Number,213
Population,2022,Female,85 years,Westmeath,Number,144
Population,2022,Female,85 years,Wicklow,Number,239
Population,2022,Female,85 years,Wexford,Number,287
Population,2022,Female,86 years,State,Number,7501
Population,2022,Female,86 years,Cork City and Cork County,Number,889
Population,2022,Female,86 years,Clare,Number,197
Population,2022,Female,86 years,Cavan,Number,128
Population,2022,Female,86 years,Carlow,Number,86
Population,2022,Female,86 years,Dublin City,Number,988
Population,2022,Female,86 years,Donegal,Number,266
Population,2022,Female,86 years,Dún Laoghaire-Rathdown,Number,482
Population,2022,Female,86 years,Fingal,Number,293
Population,2022,Female,86 years,Galway City,Number,110
Population,2022,Female,86 years,Galway County,Number,317
Population,2022,Female,86 years,Kildare,Number,218
Population,2022,Female,86 years,Kilkenny,Number,189
Population,2022,Female,86 years,Kerry,Number,260
Population,2022,Female,86 years,Longford,Number,79
Population,2022,Female,86 years,Louth,Number,192
Population,2022,Female,86 years,Limerick City and County,Number,321
Population,2022,Female,86 years,Leitrim,Number,54
Population,2022,Female,86 years,Laois,Number,95
Population,2022,Female,86 years,Meath,Number,216
Population,2022,Female,86 years,Monaghan,Number,99
Population,2022,Female,86 years,Mayo,Number,247
Population,2022,Female,86 years,Offaly,Number,131
Population,2022,Female,86 years,Roscommon,Number,129
Population,2022,Female,86 years,South Dublin,Number,304
Population,2022,Female,86 years,Sligo,Number,130
Population,2022,Female,86 years,Tipperary,Number,293
Population,2022,Female,86 years,Waterford City and County,Number,186
Population,2022,Female,86 years,Westmeath,Number,131
Population,2022,Female,86 years,Wicklow,Number,211
Population,2022,Female,86 years,Wexford,Number,260
Population,2022,Female,87 years,State,Number,6766
Population,2022,Female,87 years,Cork City and Cork County,Number,777
Population,2022,Female,87 years,Clare,Number,170
Population,2022,Female,87 years,Cavan,Number,107
Population,2022,Female,87 years,Carlow,Number,62
Population,2022,Female,87 years,Dublin City,Number,908
Population,2022,Female,87 years,Donegal,Number,256
Population,2022,Female,87 years,Dún Laoghaire-Rathdown,Number,448
Population,2022,Female,87 years,Fingal,Number,249
Population,2022,Female,87 years,Galway City,Number,91
Population,2022,Female,87 years,Galway County,Number,244
Population,2022,Female,87 years,Kildare,Number,201
Population,2022,Female,87 years,Kilkenny,Number,171
